hotel_class,region_id,url,phone,details,address,type,id,name
4.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1200103-Reviews-Hotel_Sorella_CITYCENTRE-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '800 Sorella Court', 'postal-code': '77024', 'locality': 'Houston'}",hotel,1200103,Hotel Sorella CITYCENTRE
4.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d283873-Reviews-Hotel_Icon_Autograph_Collection-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '220 Main Street', 'postal-code': '77002', 'locality': 'Houston'}",hotel,283873,"Hotel Icon, Autograph Collection"
5.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d98952-Reviews-Four_Seasons_Hotel_Houston-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '1300 Lamar Street', 'postal-code': '77010', 'locality': 'Houston'}",hotel,98952,Four Seasons Hotel Houston
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d107956-Reviews-Extended_Stay_America_Houston_Northwest-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '5454 Hollister Street', 'postal-code': '77040', 'locality': 'Houston'}",hotel,107956,Extended Stay America - Houston - Northwest
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1158926-Reviews-Hilton_Garden_Inn_Houston_Energy_Corridor-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '12245 Katy Freeway', 'postal-code': '77079', 'locality': 'Houston'}",hotel,1158926,Hilton Garden Inn Houston Energy Corridor
4.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d282699-Reviews-Hilton_Americas_Houston-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '1600 Lamar', 'postal-code': '77010', 'locality': 'Houston'}",hotel,282699,Hilton Americas - Houston
3.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d239853-Reviews-BEST_WESTERN_PLUS_Downtown_Inn_Suites_Houston-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '915 West Dallas', 'postal-code': '77019', 'locality': 'Houston'}",hotel,239853,BEST WESTERN PLUS Downtown Inn & Suites Houston
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d665163-Reviews-Courtyard_by_Marriott_Houston_by_the_Galleria-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '2900 Sage Road', 'postal-code': '77056', 'locality': 'Houston'}",hotel,665163,Courtyard by Marriott Houston by the Galleria
4.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d111618-Reviews-Renaissance_Houston_Hotel_Greenway_Plaza-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '6 Greenway Plaza East', 'postal-code': '77046', 'locality': 'Houston'}",hotel,111618,Renaissance Houston Hotel Greenway Plaza
4.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d99114-Reviews-Westin_Galleria_Houston_Hotel-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '5060 West Alabama Street', 'postal-code': '77056', 'locality': 'Houston'}",hotel,99114,Westin Galleria Houston Hotel
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d107924-Reviews-Courtyard_by_Marriott_Houston_Westchase-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '9975 Westheimer Rd', 'postal-code': '77042', 'locality': 'Houston'}",hotel,107924,Courtyard by Marriott Houston Westchase
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223151-Reviews-Hampton_Inn_and_Suites_Houston_Medical_Center_Reliant_Park-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '1715 Old Spanish Trail', 'postal-code': '77054', 'locality': 'Houston'}",hotel,223151,Hampton Inn and Suites Houston Medical Center - Reliant Park
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223137-Reviews-La_Quinta_Inn_Houston_Northwest-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '11130 Northwest Freeway', 'postal-code': '77092', 'locality': 'Houston'}",hotel,223137,La Quinta Inn Houston Northwest
4.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d258636-Reviews-Alden_Houston-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '1117 Prairie Street', 'postal-code': '77002', 'locality': 'Houston'}",hotel,258636,Alden-Houston
3.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d98920-Reviews-Houston_Marriott_Westchase-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '2900 Briarpark Dr.', 'postal-code': '77042', 'locality': 'Houston'}",hotel,98920,Houston Marriott Westchase
2.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1236706-Reviews-Super_8_Houston_Hobby_Airport_South-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '10130 Almeda Genoa Road', 'postal-code': '77075', 'locality': 'Houston'}",hotel,1236706,Super 8 Houston Hobby Airport South
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d108057-Reviews-Residence_Inn_Houston_Clear_Lake-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '525 Bay Area Boulevard', 'postal-code': '77058', 'locality': 'Houston'}",hotel,108057,Residence Inn Houston Clear Lake
2.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d240436-Reviews-Carefree_Inn_Medical_Center-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '10015 South Main Street', 'postal-code': '77025-5209', 'locality': 'Houston'}",hotel,240436,Carefree Inn Medical Center
2.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d266158-Reviews-Super_8_Houston_Hobby_Airport_I_45-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '8888 Gulf Freeway', 'postal-code': '77017', 'locality': 'Houston'}",hotel,266158,Super 8 Houston/Hobby Airport/I-45
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d559491-Reviews-Holiday_Inn_Express_Houston_East-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '11460 East Freeway (I-10 East)', 'postal-code': '77029', 'locality': 'Houston'}",hotel,559491,Holiday Inn Express Houston East
,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1630591-Reviews-Crowne_Plaza-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '7443 Cullen Blvd', 'postal-code': '77051', 'locality': 'Houston'}",hotel,1630591,Crowne Plaza
2.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d99106-Reviews-La_Quinta_Inn_Houston_Medical_Reliant_Center-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '9911 Buffalo Speedway', 'postal-code': '77054', 'locality': 'Houston'}",hotel,99106,La Quinta Inn Houston Medical / Reliant Center
4.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d242394-Reviews-Royal_Sonesta_Hotel_Houston-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '2222 West Loop South', 'postal-code': '77027', 'locality': 'Houston'}",hotel,242394,Royal Sonesta Hotel Houston
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d108148-Reviews-Holiday_Inn_Houston_Intercontinental_Airport-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '15222 John F Kennedy Blvd', 'postal-code': '77032', 'locality': 'Houston'}",hotel,108148,Holiday Inn Houston Intercontinental Airport
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d99067-Reviews-Four_Points_by_Sheraton_Houston_Memorial_City-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '10655 Katy Freeway', 'postal-code': '77024', 'locality': 'Houston'}",hotel,99067,"Four Points by Sheraton Houston, Memorial City"
,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d585164-Reviews-Residence_Inn_Houston_West_Energy_Corridor-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '1150 Eldridge Parkway', 'postal-code': '77077', 'locality': 'Houston'}",hotel,585164,Residence Inn Houston West/Energy Corridor
3.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d98987-Reviews-Marriott_Houston_Airport_at_George_Bush_Intercontinental-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '18700 John F. Kennedy Boulevard', 'postal-code': '77032', 'locality': 'Houston'}",hotel,98987,Marriott Houston Airport at George Bush Intercontinental
2.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d107863-Reviews-Extended_Stay_America_Houston_Westchase_Westheimer-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '2424 W Sam Houston Pkwy.', 'postal-code': '77042', 'locality': 'Houston'}",hotel,107863,Extended Stay America - Houston - Westchase - Westheimer
,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d258634-Reviews-Scottish_Inn_Suites_Reliant_Park_Six_Flags-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '8510 Almeda Rd', 'postal-code': '77054', 'locality': 'Houston'}",hotel,258634,Scottish Inn & Suites Reliant Park/Six Flags
2.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d108054-Reviews-TownePlace_Suites_Houston_Clear_Lake-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '1050 Bay Area Boulevard', 'postal-code': '77058', 'locality': 'Houston'}",hotel,108054,TownePlace Suites Houston Clear Lake
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223158-Reviews-Quality_Inn_Suites_West_Chase-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '2930 West Sam Houston Parkway South', 'postal-code': '77042', 'locality': 'Houston'}",hotel,223158,Quality Inn & Suites West Chase
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1773009-Reviews-Holiday_Inn_Express_Hotel_Suites_Houston_NW_Beltway_8_West_Road-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '9120 West Road', 'postal-code': '77064', 'locality': 'Houston'}",hotel,1773009,Holiday Inn Express Hotel & Suites Houston NW-Beltway 8-West Road
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d107834-Reviews-Hyatt_Place_Houston_Greenspoint_IAH_Airport-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '300 Ronan Park Place', 'postal-code': '77060', 'locality': 'Houston'}",hotel,107834,Hyatt Place Houston/Greenspoint/IAH Airport
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223154-Reviews-Hampton_Inn_Houston_Near_The_Galleria-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '4500 Post Oak Parkway', 'postal-code': '77027', 'locality': 'Houston'}",hotel,223154,Hampton Inn Houston - Near The Galleria
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223164-Reviews-Homewood_Suites_by_Hilton_Houston_Clear_Lake-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '401 Bay Area Blvd.', 'postal-code': '77058', 'locality': 'Houston'}",hotel,223164,Homewood Suites by Hilton Houston - Clear Lake
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d108149-Reviews-Drury_Inn_Suites_Houston_Hobby-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '7902 Mosley Road', 'postal-code': '77061', 'locality': 'Houston'}",hotel,108149,Drury Inn & Suites Houston Hobby
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d142023-Reviews-Ramada_Houston_Intercontinental_Airport_South-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '15350 John F. Kennedy Boulevard', 'postal-code': '77032', 'locality': 'Houston'}",hotel,142023,Ramada Houston Intercontinental Airport South
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223148-Reviews-Baymont_Inn_Suites_Houston-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '502 N Sam Houston Parkway East', 'postal-code': '77060', 'locality': 'Houston'}",hotel,223148,Baymont Inn & Suites Houston
3.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d99132-Reviews-Hilton_Houston_Westchase-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '9999 Westheimer Road', 'postal-code': '77042-3802', 'locality': 'Houston'}",hotel,99132,Hilton Houston Westchase
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d108020-Reviews-BEST_WESTERN_Heritage_Inn-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '10521 I-10 East Freeway', 'postal-code': '77029', 'locality': 'Houston'}",hotel,108020,BEST WESTERN Heritage Inn
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d108150-Reviews-Courtyard_by_Marriott_Houston_Hobby_Airport-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '9190 Gulf Freeway', 'postal-code': '77017', 'locality': 'Houston'}",hotel,108150,Courtyard by Marriott Houston Hobby Airport
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223141-Reviews-Comfort_Suites_Westchase-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '2830 Wilcrest Drive & Westheimer', 'postal-code': '77042', 'locality': 'Houston'}",hotel,223141,Comfort Suites Westchase
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223160-Reviews-Days_Inn_And_Suites_Houston_IAH_Airport-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '10137 North Freeway', 'postal-code': '77037', 'locality': 'Houston'}",hotel,223160,Days Inn And Suites Houston IAH Airport
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223179-Reviews-Holiday_Inn_Express_Hotel_Suites_Houston_Hwy_59S_Hillcroft-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '6687 Southwest Freeway', 'postal-code': '77074', 'locality': 'Houston'}",hotel,223179,Holiday Inn Express Hotel & Suites Houston Hwy 59S/Hillcroft
3.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d99101-Reviews-Sheraton_North_Houston_at_George_Bush_Intercontinental-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '15700 John F Kennedy Boulevard', 'postal-code': '77032', 'locality': 'Houston'}",hotel,99101,Sheraton North Houston at George Bush Intercontinental
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d596014-Reviews-Staybridge_Suites_Houston_West_Energy_Corridor-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '1225 Eldridge Pkwy', 'postal-code': '77077', 'locality': 'Houston'}",hotel,596014,Staybridge Suites Houston West / Energy Corridor
,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d815515-Reviews-Scottish_Inns_Suites_Willowbrook-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '14720 State Highway 249', 'postal-code': '77086', 'locality': 'Houston'}",hotel,815515,Scottish Inns & Suites - Willowbrook
2.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d256700-Reviews-Sun_Suites_of_Hobby_Clearlake-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '12485 Gulf Freeway', 'postal-code': '77034', 'locality': 'Houston'}",hotel,256700,Sun Suites of Hobby / Clearlake
2.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d256702-Reviews-Sun_Suites_Of_Westchase-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '3100 West Sam Houston Pkwy S', 'postal-code': '77042', 'locality': 'Houston'}",hotel,256702,Sun Suites Of Westchase
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d2712053-Reviews-Staybridge_Suites_Houston_Iah_Beltway_8-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '1910 North Sam Houston Parkway East', 'postal-code': '77032', 'locality': 'Houston'}",hotel,2712053,Staybridge Suites Houston Iah - Beltway 8
2.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d650546-Reviews-Symphony_Inn_Suites-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '11744 Southwest Freeway', 'postal-code': '77031', 'locality': 'Houston'}",hotel,650546,Symphony Inn & Suites
1.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d99004-Reviews-Americas_Best_Value_Inn_Texas_Medical_Center_Reliant_Park-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '9604 S. Main', 'postal-code': '77025', 'locality': 'Houston'}",hotel,99004,Americas Best Value Inn-Texas Medical Center/Reliant Park
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223149-Reviews-Hampton_Inn_Houston_Hobby_Airport-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '8620 Airport Blvd', 'postal-code': '77061', 'locality': 'Houston'}",hotel,223149,Hampton Inn Houston Hobby Airport
3.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d98989-Reviews-DoubleTree_by_Hilton_Houston_Hobby_Airport-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '8181 Airport Boulevard', 'postal-code': '77061-4142', 'locality': 'Houston'}",hotel,98989,DoubleTree by Hilton Houston Hobby Airport
2.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d107930-Reviews-Candlewood_Suites_Houston_by_the_Galleria-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '4900 Loop Central Drive', 'postal-code': '77081', 'locality': 'Houston'}",hotel,107930,Candlewood Suites Houston by the Galleria
2.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d99041-Reviews-La_Quinta_Inn_Houston_Wilcrest-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '11113 Katy Freeway', 'postal-code': '77079-2102', 'locality': 'Houston'}",hotel,99041,La Quinta Inn Houston Wilcrest
2.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1627951-Reviews-Travelodge_Houston-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '8800 Airport Blvd.', 'postal-code': '77061', 'locality': 'Houston'}",hotel,1627951,Travelodge Houston
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d486939-Reviews-Hampton_Inn_Suites_Houston_Westchase-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '6440 W Sam Houston Pkwy S', 'postal-code': '77072', 'locality': 'Houston'}",hotel,486939,Hampton Inn & Suites Houston-Westchase
,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d558146-Reviews-Star_Inn_Suites-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '4515 Airline Dr', 'postal-code': '77022', 'locality': 'Houston'}",hotel,558146,Star Inn & Suites
2.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d258635-Reviews-Sun_Suites_Of_Greenspoint-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '12010 Kuykendahl Road', 'postal-code': '77067', 'locality': 'Houston'}",hotel,258635,Sun Suites Of Greenspoint
,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1636050-Reviews-Americas_Best_Value_Inn_Medical_Center_North-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '2419 Riverside Drive', 'postal-code': '77004', 'locality': 'Houston'}",hotel,1636050,Americas Best Value Inn - Medical Center North
2.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d266326-Reviews-Super_8_Houston_Downtown_I_610-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '5550 Homestead Road', 'postal-code': '77028', 'locality': 'Houston'}",hotel,266326,Super 8 Houston/Downtown/I-610
,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1155392-Reviews-Athens_Hotel_Suites-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '1308 Clay St', 'postal-code': '77002', 'locality': 'Houston'}",hotel,1155392,Athens Hotel Suites
2.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d107884-Reviews-Americas_Best_Value_Inn_Suites_Houston_Northwest-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '12170 Northwest Freeway', 'postal-code': '77092', 'locality': 'Houston'}",hotel,107884,Americas Best Value Inn & Suites - Houston/Northwest
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1514581-Reviews-Park_Inn_by_Radisson_Houston_North-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '500 N Sam Houston Pkwy', 'postal-code': '77060', 'locality': 'Houston'}",hotel,1514581,"Park Inn by Radisson, Houston North"
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d98964-Reviews-Holiday_Inn_Houston_Hobby_Airport-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '8611 Airport Blvd.', 'postal-code': '77061', 'locality': 'Houston'}",hotel,98964,Holiday Inn Houston Hobby Airport
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d595438-Reviews-Extended_Stay_America_Houston_Katy_Freeway_Energy_Corridor-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '15385 Katy Freeway, I-10', 'postal-code': '77094', 'locality': 'Houston'}",hotel,595438,Extended Stay America - Houston - Katy Freeway - Energy Corridor
,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1160746-Reviews-La_Quinta_Inn_Houston_Wirt_Road-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '8017 Katy Freeway', 'postal-code': '77024', 'locality': 'Houston'}",hotel,1160746,La Quinta Inn Houston Wirt Road
